apartment_name,nearbylocation
Mukunda Nandanam,"[('Hoodi Primary School', '2 km'), ('Hoodi High School', '2 km'), ('Narayana Multispeciality Hospital', '2 km'), ('Seegehalli Government Hospital', '2 km'), ('Hoodi Railway Station', '2 km'), ('International Tech Park', '2 km')]"
Mukundam,"[('Hoodi Primary School', '2 km'), ('Hoodi High School', '2 km'), ('Narayana Multispeciality Hospital', '2 km'), ('Seegehalli Government Hospital', '2 km'), ('Hoodi Railway Station', '2 km'), ('International Tech Park', '2 km')]"
Mukundam Gokulam,"[('Narayana Multispeciality Hospital', '2 km'), ('Telerad RXDX Kadugodi', '2 km'), ('Whitefield Metro Station', '2 km'), ('Whitefield Railway Station', '2 km'), ('International Tech Park', '2 km'), ('Forum Shantiniketan Mall', '3 km')]"
Muppiri Pursuit of Happiness,"[('Royal Public School', '1.6 km'), ('Neighbourhood Hospital', '2.6 km'), ('Royal Meenakshi Mall', '3.4 km'), ('Thalaghattapura Metro Station', '6.0 km'), ('Dayananda Sagar University', '6.0 km')]"
Murari Classic,"[('Bhumika Hospital', '2.0 km'), ('ISBR Business School', '1.8 km'), ('Wipro EC Bus Stand', '1.5 km'), ('Vimalaya Hospital', '2.0 km'), ('Shree Vinayaka Multispeciality Centre', '2.0 km')]"
Myhna Heights,"[('Global Indian International School GIIS', '2 km'), ('Government Hospital', '2 km'), ('Whitefield Metro Station', '2 km'), ('International Tech Park', '2 km'), ('Forum Value Mall', '3 km'), ('NH 75', '1 km')]"
Myhna Maple,"[('Government Hospital', '2 km'), ('SH 35', '1 km'), ('Vibgyor High Marathahalli', '2 km'), ('Brookefield Mall', '3 km'), ('ITPL Metro Station', '3 km'), ('Virginia Mall', '3 km')]"
Mystery Laxmi Narayan,"[('Orchids The International School - Horamavu', '2 km'), ('St George High School', '2 km'), ('Cloudnine Hospital', '2 km'), ('Horamavu Main Road', '1 km'), ('KR Puram Railway Station', '3 km'), ('Elements Mall', '3 km')]"
Mythri Arteor,"[('Jayashree Multi Speciality Hospital', '1.5 km'), ('Apollo Pharmacy', '0.8 km'), ('St Francis ICSE School', '1.8 km'), ('Udupi Upahar', '1.2 km')]"
Mythri Sapphire,"[('Primus Public School', '1.5 km'), ('Narayana Hospital', '2.0 km'), ('Carmelaram Railway Station', '2.5 km'), ('Total Mall', '3.0 km'), ('RGA Tech Park', '2.5 km')]"
NCC Nagarjuna Aster Park,"[('Omega Multispeciality Hospital', '2.0 km'), ('Akshaya Nursing Home Yelahanka', '1.5 km'), ('N4 Srishti Institute of Art Design & Technology', '1.0 km'), ('Yelahanka Junction', '2.0 km'), ('The Galleria Mall', '3.0 km'), ('Ryan International School', '2.5 km'), ('Poorna Prajna Education Center', '1.0 km')]"
NCC Urban Mayfair,"[('Omega Multispeciality Hospital', '2.0 km'), ('CRPF Composite Hospital', '1.5 km'), ('Vishwa Vidyapeeth', '1.0 km'), ('Yelahanka Junction', '2.0 km'), ('The Galleria Mall', '3.0 km'), ('Mallya Aditi International School', '2.0 km'), ('Orchids The International School', '1.5 km')]"
NCC Urban Nagarjuna Serene,"[('Marathahalli Bridge', '1 km'), ('Brookefield Mall', '2 km'), ('Kundalahalli Metro Station', '2 km'), ('VIBGYOR High School Marathahalli', '2 km'), ('Vasan Eye Care Hospital Marathalli', '2 km')]"
NCI MBR Labele,"[('Narayana Hrudayalaya Dental Clinic', '2.0 km'), ('Orchid English School', '1.8 km'), ('Rajashri Grandhim Hospitals', '2.0 km'), ('Little Millenium', '2.5 km')]"
NCN Swasthi,"[('Sathya Hospital', '1.5 km'), ('Zion Hospital And Research Centre', '2.0 km'), ('Orchid Academy', '1.8 km'), ('Elements Mall', '2.5 km'), ('Banaswadi Railway Station', '2.0 km'), ('Shemrock Bright', '1.5 km')]"
ND Gipfel,"[('Vijayashree Hospitals', '1.5 km'), ('Narayana Nethralaya', '2.0 km'), ('T John Institute of Technology', '1.8 km'), ('Cinepolis', '2.5 km'), ('GHPS Gottigere', '2.0 km')]"
NN Homes Lake Side View,"[('Sapthagiri Hospital', '1.5 km'), ('Aveksha Hospital', '1.8 km'), ('Sapthagiri College of Engineering', '2.0 km'), ('Chikka Banavara Railway Station', '2.5 km'), ('Mall of Asia', '4.0 km'), ('Jalahalli Metro Station', '3.0 km'), ('Soundarya Institute of Management', '2.0 km')]"
NR Orchid Gardenia,"[('SiyBaba Hospital', '1.5 km'), ('Presidency College', '2.0 km'), ('Elements Mall', '2.0 km'), ('Thanisandra Railway Station', '2.5 km'), ('Manyata Embassy Tech Park', '3.0 km')]"
NR Prime,"[('Sophie Nursery Primary and High School', '2 km'), ('Manipal Hospital Indiranagar', '2 km'), ('Domlur Main Road', '1 km'), ('Indiranagar Metro Station', '2 km'), ('100 Feet Road Indiranagar', '2 km'), ('Embassy Golf Links Business Park', '2 km')]"
NR Springwoods,"[('Bangalore Prime Hospital', '1.5 km'), ('Sai Hospital', '2.0 km'), ('Samar International Islamic School', '1.8 km'), ('Tanisandra Railway Station', '2.0 km'), ('Bhartiya Mall of Bengaluru', '2.5 km')]"
NR Windgates,"[('Regal Hospital', '1.5 km'), ('Sai Hospital', '2.0 km'), ('Karnataka College', '1.8 km'), ('Reva University', '2.5 km'), ('Bhartiya Mall of Bengaluru', '2.0 km'), ('Thanisandra Railway Station', '2.0 km'), ('Jawaharlal Nehru Centre For Advanced Scientific Research', '2.5 km')]"
NVR Sun Pearl,"[('Whitefield Global School', '2 km'), ('Narayana Multispeciality Hospital', '2 km'), ('Cloud Nine Hospital', '2 km'), ('Whitefield Metro Station', '2 km'), ('Whitefield Railway Station', '2 km'), ('International Tech Park', '2 km')]"
Nakshatra Comforts,"[('Ring Road Hospital', '2.0 km'), ('Sri Krishna PU College', '1.8 km'), ('Kaveri Nagar Bus Stop', '1.5 km'), ('Vinayaka Hospital', '2.0 km'), ('SSM Public School', '2.0 km')]"
Nambiar Millennia,"[('Mahatma Vidyalaya', '400 m'), ('Upcoming Sarjapur Road Metro Station', '4 km'), ('SRT Mall', '6.5 km'), ('State Highway 35', '6.9 km'), ('Spandana Multi Specialty Hospital', '7.5 km'), ('Indus International School', '8.5 km'), ('Maruti Concorde Business Park', '8.5 km')]"
Nanda Crest Apartments,"[('Aikya Healthcare', '1.5 km'), ('Lalitha Medicals', '0.8 km'), ('Gubbalala School', '1.8 km'), ('Vasudev Adigas', '1.2 km'), ('Subramanya Temple', '1.0 km')]"
Nanda Residency,"[('Indo-German School', '2 km'), ('St. George College of Management Science & Nursing', '2 km'), ('Chaya Super Speciality Hospital', '2 km'), ('Motherhood Women & Children Hospital', '2 km'), ('Elements Mall', '2 km'), ('Outer Ring Road', '1 km')]"
Nandhi,"[('Metro Hospital', '1.5 km'), ('Arpitha Medicals', '0.8 km'), ('Srinidhi Public School', '1.8 km'), ('Vasudev Adigas', '1.2 km')]"
Nandhi Abode,"[('Unity Hospital Bengaluru Urban', '2.0 km'), ('Rajarajeshwari Vidya Shala', '1.8 km'), ('Rajarajeshwari Nagar Metro Station', '1.5 km'), ('Global Village Tech Park', '2.0 km'), ('Carmel School Ground', '2.0 km')]"
Nandhi Enclave,"[('Maharaja Agrasen Hospital Bengaluru Urban', '2.0 km'), ('Apollo Convent', '1.8 km'), ('Chikkalasandra Bus Stop', '1.5 km'), ('Bangalore Kidney Foundation - NU Hospital', '2.0 km'), ('Shraddha Eye Care', '2.0 km')]"
Nandhi Paradise,"[('Kengeri Metro Station', '1.5 km'), ('BGS Global Hospitals', '2.0 km'), ('R.V. College of Engineering', '1.8 km'), ('Global Village Tech Park', '2.0 km'), ('Orchids The International School Mysore Road', '2.0 km')]"
Nandhi Prakruthi Solitaire,"[('Hebbagodi Metro Station', '1.5 km'), ('JJ Hospitals', '1.5 km'), ('Vimalaya Hospital', '2.0 km'), ('Ebenezer International School', '1.8 km'), ('Infosys Office', '2.5 km')]"
Nandi,"[('Rajnandani Hospital Bangalore', '1.5 km'), ('Konanakunte Government Hospital', '2.0 km'), ('Florence Public School 4th Blk Anjanapura', '2.0 km'), ('Kammavari Sangha Institute of Technology', '2.5 km'), ('Mvs HPS Anjanapura', '2.0 km')]"
Nandi Citadel,"[('Nobel Hospital', '1.5 km'), ('Sri Sai Hospital', '2.0 km'), ('VIBGYOR High School', '1.8 km'), ('Royal Meenakshi Mall', '2.0 km'), ('Christ University', '2.5 km')]"
Nandi Everest Homes,"[('Rajnandani Hospital Bangalore', '1.5 km'), ('Konanakunte Government Hospital', '2.0 km'), ('Florence Public School 4th Blk Anjanapura', '2.0 km'), ('Kammavari Sangha Institute of Technology', '2.5 km'), ('Mvs HPS Anjanapura', '2.0 km')]"
Nandi Meraki,"[('Royal Meenakshi Mall', '3.2 km'), ('Fortis Bannerghatta', '7.0 km'), ('BGS National Public School', '3.7 km'), ('AMC Engineering College', '5.8 km'), ('Velankani Tech Park', '9.3 km')]"
Nandi Shelters,"[('Uttarahalli Bus Station', '1.5 km'), ('Samastha Hospitals', '2.0 km'), ('Government School', '1.8 km'), ('Sri Chaitanya Techno School', '2.5 km'), ('Quality Nursing Institute', '2.0 km')]"
Narayan Villa,"[('Ramani Orthopaedic Hospital', '1.5 km'), ('Anugraha Nursing Home', '2.0 km'), ('Vidya Mandir School', '1.8 km'), ('Malleswaram Railway Station', '2.0 km'), ('Mantri Square Mall', '2.5 km')]"
Narya 5 Elements,"[('Whitefield Global School', '2 km'), ('MVJ College of Engineering', '2 km'), ('Telerad RXDX Kadugodi', '2 km'), ('New Life Hospital Bangalore', '2 km'), ('Whitefield Metro Station', '2 km'), ('Channasandra Metro Station', '2 km')]"
Nature Residency,"[('Dr Ambedkar Medical College Hospital', '1.5 km'), ('Mona Nursery Primary and High School', '1.8 km'), ('Venkateshapura Metro Station', '2.0 km'), ('Elements Mall', '2.5 km'), ('Banaswadi Railway Station', '2.0 km')]"
Navami Akshai,"[('Vijayanagar Metro Station', '1.5 km'), ('Vathsalya Speciality Hospital', '2.0 km'), ('Chord Road Hospital Pvt Ltd', '2.0 km'), ('S Cadambi Pre University College', '1.8 km'), ('St Charles High School', '1.8 km')]"
Navami Chamara Heights,"[('Kengeri Metro Station', '1.5 km'), ('Rajarajeshwari Hospital and Medical College', '2.0 km'), ('KENGERI UPANAGARA Government Hospital', '2.0 km'), ('Government School', '1.8 km'), ('Kengeri Railway Station', '1.5 km')]"
Navami Funique,"[('Singasandra Metro Station', '1.5 km'), ('Blossom Multispecialty Hospital', '2.0 km'), ('St Joseph Eng Sch', '2.0 km'), ('Azim Premji University', '2.5 km'), ('Oxford School Beratena Agrahara', '2.0 km')]"
Navami Landmark,"[('K R Market Metro Station', '1.5 km'), ('Mantri Square Mall', '2.0 km'), ('Fort High School', '1.8 km'), ('Bengaluru City University', '2.0 km'), ('Sri Shankara Cancer Foundation', '2.0 km')]"
Navitha Silver Woods,"[('BGS Global Hospitals', '2.0 km'), ('SJB Institute of Technology', '1.8 km'), ('JSS Academy of Technical Education', '2.5 km'), ('Mathru Hospital', '2.0 km'), ('Global Village Tech Park', '3.0 km')]"
Neeladri Mahal,"[('Pottery Town Metro Station', '1.0 km'), ('Bangalore Cantonment Railway Station', '1.5 km'), ('Devine Hospital', '1.2 km'), ('Mount Carmel College', '2.0 km'), ('Elements Mall', '3.0 km'), ('HKBK Degree College', '2.5 km')]"
Neeladri Price,"[('Pattanagere Metro Station', '1.5 km'), ('BGS Global Hospitals', '2.0 km'), ('Sudhanva Health Care', '2.0 km'), ('R.V. College of Engineering', '1.8 km'), ('JSS Academy of Technical Education', '1.8 km')]"
Nestcons Iris,"[('Doddaballapur Main Road', '550 m'), ('Vibgyor High School', '4.5 km'), ('Omega Multispeciality Hospital', '4.7 km'), ('The Galleria Mall', '5.6 km'), ('Yelahanka Junction', '5.6 km'), ('Yelahanka Metro Station', '6.6 km'), ('Nagarjuna Pre University College', '3.0 km')]"
New Dimensions Fifth Element,"[('Vagdevi Vilas Super School', '2 km'), ('Government Hospital', '1.5 km'), ('Apollo Pharmacy', '1 km'), ('Varthur Main Road', '1 km'), ('Forum Neighbourhood Mall', '4 km'), ('Whitefield (Kadugodi) Metro Station', '5 km')]"
New Haven by Tata Value Homes,"[('Nagasandra Metro Station', '1.5 km'), ('Esteem Mall', '2.0 km'), ('DPS Bangalore West', '1.8 km'), ('Sapthagiri College of Engineering', '2.0 km'), ('Prakriya Hospitals', '2.0 km')]"
New India Tanzanite,"[('Omega Multispeciality Hospital', '2.0 km'), ('CyteCare Hospitals', '2.5 km'), ('Ryan International School', '2.0 km'), ('Yelahanka Junction', '3.0 km'), ('The Galleria Mall', '3.5 km'), ('Nitte Meenakshi Institute of Technology', '2.0 km'), ('B.M.S. Institute of Technology and Management', '2.0 km')]"
New Name,"[('LR International School', '2 km'), ('Government Primary School', '2 km'), ('Little Flower Hospital', '2 km'), ('Comfort Multispeciality Hospital', '2 km'), ('Old Madras Road', '1 km'), ('Gopalan Signature Mall', '2 km')]"
New One,"[('Jnana Bharathi Metro Station', '1.5 km'), ('Rc Hospital', '2.0 km'), ('Vasan Eye Care Hospital Rajarajeswari Nagar', '2.0 km'), ('Rajarajeshwari Vidya Shala', '1.8 km'), ('Carmel School Ground', '1.8 km')]"
Nikoo Homes,"[('CyteCare', '1.5 km'), ('NDR Multi Speciality Hospital', '2.0 km'), ('Sri Bhagawan Mahaveer Jain College', '1.8 km'), ('Yelahanka Junction', '2.5 km'), ('The Galleria Mall', '2.0 km')]"
Nirmaanika Advaita,"[('Bright Beginnings Preschool', '2 km'), ('Government Hospital', '2 km'), ('Varthur Main Road', '1 km'), ('Brookefield Mall', '2 km'), ('International Tech Park', '2 km')]"
Nirman Nydhile Residency,"[('Goraguntepalya Metro Station', '1.5 km'), ('People Tree Hospitals', '2.0 km'), ('Lourdes High School', '1.8 km'), ('Kanva Hospital', '2.0 km'), ('Peenya Metro Station', '2.5 km')]"
Nisarga Residency,"[('Hebbagodi Metro Station', '1.5 km'), ('JJ Hospitals', '1.5 km'), ('Vimalaya Hospital', '2.0 km'), ('Ebenezer International School', '1.8 km'), ('Infosys Office', '2.5 km')]"
Nisarga Sarovara Chandapura,"[('Bommasandra Metro Station', '1.5 km'), ('Naryana Hrudalya', '2.0 km'), ('BTL Institute of Technology', '1.8 km'), ('Heelalige Railway Station', '2.0 km'), ('Athreya Hospital', '2.0 km')]"
Nishchith Homes,"[('Bangalore Prime Hospital', '1.5 km'), ('Regal Hospital', '1.8 km'), ('Karnataka College', '1.0 km'), ('Thanisandra Railway Station', '2.0 km'), ('Bhartiya Mall of Bengaluru', '2.0 km'), ('Elements Mall', '2.5 km'), ('REVA University', '3.0 km')]"
Nitesh Central Park,"[('Delhi Junction Railway Station', '2.0 km'), ('Jain Bird Hospital', '1.5 km'), ('Shree Mahavir Jain Public Library', '1.8 km'), ('Chawri Bazaar Metro Station', '2.5 km'), ('Chandni Chowk Metro Station', '3.0 km')]"
Novie Classic,"[('St George High School', '2 km'), ('Chaitanya E-Techno School', '2 km'), ('Orchids The International School Horamavu', '2 km'), ('Koshys Hospital', '2 km'), ('Horamavu Main Road', '1 km'), ('Phoenix Marketcity', '3 km')]"
Oasis NE,"[('Samastha Hospitals Pvt Ltd', '2.0 km'), ('Bright Way School', '1.8 km'), ('Uttarahalli Bus Station', '1.5 km'), ('Insight Academy', '2.0 km')]"
Oceanus Greendale Phase 1,"[('Narayana e-Techno School', '2 km'), ('New Baldwins School', '2 km'), ('Ayur Vaid Hospital', '2 km'), ('Channasandra Railway Station', '2 km'), ('Outer Ring Road', '1 km'), ('Elements Mall', '3 km')]"
Ohana,"[('Blossom International School', '2 km'), ('Cambridge Institute of Technology', '3 km'), ('Sathya Sai Multispecialty Hospital', '2 km'), ('Malur Byranahalli Road', '1 km'), ('KR Puram Railway Station', '2 km'), ('NH75', '1 km')]"
Olety Landmark,"[('Punya Hospital', '2.0 km'), ('Anupama English School', '1.8 km'), ('VHBCS Layout Bus Stop', '1.5 km'), ('Pristine Hospital', '2.0 km'), ('St Charles High School', '2.0 km')]"
Omkar Blossom,"[('Bangalore Prime Hospital', '1.5 km'), ('Medi Derma Hospital', '1.8 km'), ('Teresa Bacq School', '1.0 km'), ('Thanisandra Railway Station', '2.0 km'), ('Bhartiya Mall of Bengaluru', '2.0 km'), ('Elements Mall', '2.5 km'), ('Samar International Islamic School', '1.0 km')]"
On Request,"[('Apple Kids', '2 km'), ('MVJ College of Engineering', '2 km'), ('Narayana Multispeciality Hospital', '2 km'), ('Whitefield Metro Station', '2 km'), ('Whitefield Railway Station', '2 km'), ('International Tech Park', '2 km')]"
Orchid Greens,"[('REGAL Kidney and Multi Specialty', '1.5 km'), ('Divine Mercy School', '2.0 km'), ('Bhartiya Mall of Bengaluru', '2.5 km'), ('Hennur Road', '1.5 km'), ('Elements Mall', '2.0 km')]"
Orchid Piccadilly,"[('REGAL Kidney and Multi Specialty', '1.5 km'), ('Manipal Hospitals', '1.8 km'), ('Federal Public School', '1.0 km'), ('Yelahanka Junction', '2.0 km'), ('Bhartiya Mall of Bengaluru', '1.0 km'), ('Elements Mall', '2.5 km'), ('KNS Institute of Technology', '1.5 km')]"
Oriana Apartment,"[('St. Thomas Public School', '2 km'), ('Kakde Nursing Home', '2 km'), ('Outer Ring Road', '1 km'), ('Gopalan Signature Mall', '3 km'), ('Sri Ravishankar Vidya Mandir', '2 km'), ('KR Puram Metro Station', '4 km')]"
Ozone Evergreens,"[('Raksha Orthopaedic And Multi Speciality Centre', '2.0 km'), ('Vibgyor', '1.8 km'), ('HSR Layout Bus Stop', '1.5 km'), ('National Institute of Fashion Technology Bangalore', '2.0 km'), ('Floretz Montessori', '2.0 km')]"
Ozone Urbana,"[('NRV Hospital', '2.0 km'), ('Kannamangala Primary School', '1.5 km'), ('Devanahalli Railway Station', '5.0 km'), ('The Arcade', '6.4 km'), ('Akash Hospital', '6.6 km'), ('Bengaluru Signature Business Park', '9.7 km')]"
Ozone Urbana Aqua,"[('Mother Theresa Hospital', '1.5 km'), ('Bright Eyes Public School', '2.0 km'), ('Govt High School', '2.5 km'), ('Easyday Club', '1.8 km'), ('Skanda Hotel', '2.0 km')]"
Ozone Urbana Belvedere,"[('Sri Shirdi Sai Hospital', '1.5 km'), ('Devanahalli Railway Station', '2.0 km'), ('Govt High School', '2.5 km'), ('Nandi Upahara', '1.8 km'), ('The Arcade', '6.0 km'), ('Bengaluru Signature Business Park', '9.0 km')]"
PSR Heritage,"[('Ashirwad Hospital', '1.5 km'), ('Synergy Health Care', '1.8 km'), ('Sukrupa School', '1.0 km'), ('RT Nagar Bus Depot', '1.5 km'), ('Elements Mall', '3.0 km'), ('Hebbal Railway Station', '2.5 km'), ('Yeshwantpur Junction', '3.5 km')]"
PSR Nandanam,"[('New Manasa Hospital', '2.0 km'), ('Gitam University', '2.5 km'), ('Yelahanka Junction', '2.0 km'), ('Akash International School', '2.0 km'), ('NH 44', '1.5 km')]"
Palms Groves,"[('Bommasandra Metro Station', '1.5 km'), ('Naryana Hrudalya', '2.0 km'), ('BTL Institute of Technology', '1.8 km'), ('Heelalige Railway Station', '2.0 km'), ('Athreya Hospital', '2.0 km')]"
Paradise at Brigade Cornerstone Utopia,"[('Chrysalis High Varthur', '2 km'), ('Lady Vailankanni Group Of Institutions', '2 km'), ('Varthur Government Hospital', '2 km'), ('Sahasra Hospital', '2 km'), ('Varthuru Bus Stop', '1 km'), ('SH 35', '1 km')]"
Paranjape Wind Fields,"[('Columbia Asia Hospital', '1.5 km'), ('Hebbal Medical Center', '1.8 km'), ('Kriya Preschool', '1.0 km'), ('Elements Mall', '2.5 km'), ('Yeshwantpur Junction', '3.0 km'), ('Manyata Tech Park', '3.0 km')]"
Paras Mane,"[('Pattanagere Metro Station', '1.5 km'), ('MEDSOL Hospital', '2.0 km'), ('Shreya Hospital Bengaluru Rural', '2.0 km'), ('R.V. College of Engineering', '1.8 km'), ('Gnana Bodhini Primary School', '1.8 km')]"
Parijnan Apartments,"[('Suguna Hospital', '1.5 km'), ('Altius Hospital', '1.8 km'), ('Government Pre University College', '1.0 km'), ('Mantri Square Sampige Road Metro Station', '2.0 km'), ('Mantri Square Mall', '2.5 km'), ('Yeshwantpur Junction', '3.0 km'), ('Aptean India', '2.0 km')]"
Pariwar Passion,"[('Vijayashree Hospitals', '2.0 km'), ('T John Institute of Technology', '1.8 km'), ('Yelenahalli Bus Stop', '1.5 km'), ('St Anns School Begur', '2.0 km'), ('Government Primary School Yelenahalli', '2.0 km')]"
Park West Maple 2,"[('Magadi Road Metro Station', '1.5 km'), ('Balaji Hospital K.H. Ranganath Colony', '2.0 km'), ('Chamarajpet Government Hospital', '2.0 km'), ('Jawahar School', '1.8 km'), ('Godwin English School', '1.8 km')]"
Parkway Homes,"[('Anugrahaa Hospital', '1.5 km'), ('Oxford Hospital', '2.0 km'), ('Springleaf Hospital', '2.0 km'), ('St Gasper School', '1.8 km'), ('Hosa Road Metro Station', '2.0 km')]"
Passion Elite 2,"[('Sri Laxmi Hospital', '1.5 km'), ('Good Health Pharma', '0.8 km'), ('Sacretis School', '1.8 km'), ('Thalassery Restaurant', '1.2 km'), ('Devi Temple', '1.0 km')]"
Patel Smondo 2,"[('Bhumika Hospital', '2.0 km'), ('E-City Family Dental Centre', '1.8 km'), ('Wipro EC Bus Stand', '1.5 km'), ('Atotech India', '2.5 km')]"
Patel Smondoville,"[('Bhumika Hospital', '2.0 km'), ('Bommasandra Metro Station', '1.5 km'), ('Ebenezer International School', '1.8 km'), ('Wipro', '2.5 km'), ('Infosys Office', '2.5 km')]"
Patels Nest,"[('Hebbal Medical Center', '1.5 km'), ('Icon Hospital', '1.8 km'), ('Kriya Preschool', '1.0 km'), ('Elements Mall', '2.5 km'), ('Yeshwantpur Junction', '3.0 km'), ('Manyata Tech Park', '3.0 km')]"
